City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
599,Vallenar,BR,-24.7911,-50.0119,37.13,66,0,7.61,clear sky
600,Samarinda,ID,4.1363,96.1285,76.93,78,94,3.76,overcast clouds
601,Nome,US,37.2707,-76.7075,83.95,78,75,5.75,broken clouds
602,Reyes,BO,-14.8333,-64.9,64.98,43,41,8.93,scattered clouds
603,Viedma,AR,-38.0023,-57.5575,49.08,56,100,5.01,overcast clouds
604,Lagunas,PE,-10.0681,-78.1522,65.03,81,78,9.01,broken clouds
605,Sao Filipe,PT,32.6667,-17.1,70.72,86,1,3.27,clear sky
606,Nuevo Progreso,MX,27.85,-105.4833,69.21,68,100,16.02,overcast clouds
607,Nizhnevartovsk,RU,71.9667,102.5,60.4,65,100,12.68,overcast clouds
608,Shingu,JP,28.3667,129.4833,85.12,84,84,19.69,broken clouds
609,Santa Ana,PE,-10.0681,-78.1522,65.03,81,78,9.01,broken clouds
610,Pimenta Bueno,BR,-2.7619,-42.2744,77.49,88,3,6.42,clear sky
611,Qaqortoq,GL,65.6145,-37.6368,42.96,79,86,4.61,overcast clouds
612,Coracao De Jesus,BR,-2.7619,-42.2744,77.49,88,3,6.42,clear sky
613,Lola,GN,12.5333,-13.1333,72.12,94,92,4.92,overcast clouds
614,Talnakh,RU,71.9667,102.5,60.4,65,100,12.68,overcast clouds
615,Rawannawi,KI,3.0707,172.7902,83.84,72,100,10.98,overcast clouds
616,Wajima,JP,28.3667,129.4833,85.12,84,84,19.69,broken clouds
617,Synya,RU,71.9667,102.5,60.4,65,100,12.68,overcast clouds
618,Hasaki,JP,28.3667,129.4833,85.12,84,84,19.69,broken clouds
619,Boende,CD,-6.4167,20.8,67.32,36,81,2.15,broken clouds
620,Oranjestad,AW,12.524,-70.027,82.35,78,20,20.71,few clouds
621,Key Largo,US,37.2707,-76.7075,83.95,78,75,5.75,broken clouds
622,Halifax,CA,54.1169,-112.4686,57.96,82,100,4.61,overcast clouds
623,Nagaur,IN,25.0,88.15,80.91,88,100,5.28,moderate rain
624,Dankaur,IN,25.0,88.15,80.91,88,100,5.28,moderate rain
625,Brenham,US,37.2707,-76.7075,83.95,78,75,5.75,broken clouds
626,Balimo,PG,-2.5744,150.7967,84.15,69,76,5.03,broken clouds
627,Praya,ID,4.1363,96.1285,76.93,78,94,3.76,overcast clouds
628,Umm Kaddadah,ID,-2.635,115.2274,81.79,73,100,0.67,overcast clouds
629,Granada,NI,11.6876,-84.4562,73.47,94,96,8.01,overcast clouds
630,Prince Rupert,CA,54.1169,-112.4686,57.96,82,100,4.61,overcast clouds
631,Kon Tum,VN,9.285,105.7244,81.81,80,100,7.43,heavy intensity rain
632,Hay River,CA,54.1169,-112.4686,57.96,82,100,4.61,overcast clouds
633,Chalon-Sur-Saone,FR,45.55,2.3167,61.09,91,4,7.87,clear sky
634,Port Hawkesbury,CA,54.1169,-112.4686,57.96,82,100,4.61,overcast clouds
635,Bafq,IR,27.1467,57.0801,88.25,72,50,1.59,scattered clouds
636,Isla Mujeres,MX,27.85,-105.4833,69.21,68,100,16.02,overcast clouds
637,Pervomayskoye,RU,71.9667,102.5,60.4,65,100,12.68,overcast clouds
638,Gigmoto,ID,-3.7508,103.6372,78.28,76,94,1.14,overcast clouds
639,Campos Altos,BR,-2.7619,-42.2744,77.49,88,3,6.42,clear sky
640,Cartagena,AR,-26.796,-55.024,38.57,78,0,1.36,light rain
641,Chiquilistlan,MX,27.85,-105.4833,69.21,68,100,16.02,overcast clouds
642,Kholodnyy,RU,71.9667,102.5,60.4,65,100,12.68,overcast clouds
643,Meulaboh,ID,4.1363,96.1285,76.93,78,94,3.76,overcast clouds
644,Emba,KZ,44.1667,52.1167,80.85,33,0,5.14,clear sky
645,Waitati,NZ,-46.6,168.3333,43.81,79,94,5.35,overcast clouds
646,Palabuhanratu,ID,4.1363,96.1285,76.93,78,94,3.76,overcast clouds
647,Mersing,MY,6.8837,116.8477,76.93,94,40,14.97,scattered clouds
648,Eldikan,RU,71.9667,102.5,60.4,65,100,12.68,overcast clouds
649,Sur,OM,17.0151,54.0924,77.09,94,90,6.91,overcast clouds
650,Grass Valley,US,37.2707,-76.7075,83.95,78,75,5.75,broken clouds
651,Gladstone,GB,51.0333,-4.2167,66.38,91,16,3.62,few clouds
652,Teya,RU,71.9667,102.5,60.4,65,100,12.68,overcast clouds
653,Nantucket,US,37.2707,-76.7075,83.95,78,75,5.75,broken clouds
654,Comodoro Rivadavia,AR,-38.0023,-57.5575,49.08,56,100,5.01,overcast clouds
655,Mattru,CA,43.7501,-81.7165,69.91,82,32,2.3,scattered clouds
