City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description
348,Ketchikan,22.0752,-159.319,80.92,79,75,5.01,US,light rain
349,Hasaki,34.0667,134.15,90.01,45,98,6.82,JP,overcast clouds
350,Sitka,22.0752,-159.319,80.92,79,75,5.01,US,light rain
351,Severobaykalsk,62.0833,32.35,56.98,61,100,9.51,RU,overcast clouds
352,Xuzhou,30.5092,117.0506,90.05,53,61,8.86,CN,broken clouds
353,Kachikau,-20.4667,22.7167,42.57,27,0,6.24,BW,clear sky
354,Omsukchan,62.0833,32.35,56.98,61,100,9.51,RU,overcast clouds
355,Redmond,22.0752,-159.319,80.92,79,75,5.01,US,light rain
356,Wajid,8.4054,48.4845,79.79,54,37,27.98,SO,scattered clouds
357,Togur,62.0833,32.35,56.98,61,100,9.51,RU,overcast clouds
358,Port Said,27.181,31.1837,86.18,35,0,13.02,EG,clear sky
359,Bolungarvik,65.0757,-22.7297,52.81,95,99,11.65,IS,overcast clouds
360,Luganville,42.0304,-8.1588,54.73,93,2,0.27,PT,clear sky
361,Imuris,27.9769,-114.0611,69.71,84,54,11.39,MX,broken clouds
362,Buariki,3.0707,172.7902,83.12,74,20,12.28,KI,few clouds
363,Kursk,62.0833,32.35,56.98,61,100,9.51,RU,overcast clouds
364,Sabang,3.3,117.6333,83.7,70,20,4.61,ID,few clouds
365,Ayr,70.4692,-68.5914,37.63,100,90,2.3,CA,light rain
366,Saint-Augustin,70.4692,-68.5914,37.63,100,90,2.3,CA,light rain
367,Tamiahua,27.9769,-114.0611,69.71,84,54,11.39,MX,broken clouds
368,Verkhoyansk,62.0833,32.35,56.98,61,100,9.51,RU,overcast clouds
369,Kizukuri,34.0667,134.15,90.01,45,98,6.82,JP,overcast clouds
370,Chemal,62.0833,32.35,56.98,61,100,9.51,RU,overcast clouds
371,Wahiawa,22.0752,-159.319,80.92,79,75,5.01,US,light rain
372,Magrath,70.4692,-68.5914,37.63,100,90,2.3,CA,light rain
373,Dongning,30.5092,117.0506,90.05,53,61,8.86,CN,broken clouds
374,Ndouci,4.423,-7.3528,76.06,83,68,6.49,CI,light rain
375,Buckingham,70.4692,-68.5914,37.63,100,90,2.3,CA,light rain
376,Saint-Pierre,-21.3585,55.7679,71.19,73,47,13.29,RE,scattered clouds
377,Baiao,-5.1989,-35.4608,72.5,88,16,13.67,BR,few clouds
378,Pasni,32.4832,72.9097,93.15,52,96,6.53,PK,overcast clouds
379,Teguldet,62.0833,32.35,56.98,61,100,9.51,RU,overcast clouds
380,Moose Factory,70.4692,-68.5914,37.63,100,90,2.3,CA,light rain
381,Daru,-10.6167,150.6667,78.49,72,91,13.38,PG,overcast clouds
382,Tumannyy,62.0833,32.35,56.98,61,100,9.51,RU,overcast clouds
383,Nouadhibou,20.5169,-13.0499,80.46,22,5,6.87,MR,clear sky
384,Tulsipur,34.1667,77.5833,62.13,48,30,5.55,IN,scattered clouds
385,Port Blair,34.1667,77.5833,62.13,48,30,5.55,IN,scattered clouds
386,Mehamn,70.0311,20.9714,50.0,82,100,30.2,NO,light rain
387,Bambari,8.4109,20.6473,69.66,97,100,2.75,CF,light rain
388,Ostrovnoy,62.0833,32.35,56.98,61,100,9.51,RU,overcast clouds
389,Saldanha,-34.4187,19.2345,44.91,69,44,10.33,ZA,light rain
390,Haga,70.0311,20.9714,50.0,82,100,30.2,NO,light rain
391,Yirol,13.6017,26.6876,74.43,73,100,4.63,SD,overcast clouds
392,Barabai,3.3,117.6333,83.7,70,20,4.61,ID,few clouds
393,Maunabo,22.0752,-159.319,80.92,79,75,5.01,US,light rain
394,Katsuura,34.0667,134.15,90.01,45,98,6.82,JP,overcast clouds
395,Kaeo,-46.6,168.3333,48.79,61,46,10.33,NZ,scattered clouds
396,Pauini,-5.1989,-35.4608,72.5,88,16,13.67,BR,few clouds
397,Khash,38.6066,44.9883,85.32,39,0,4.61,IR,clear sky
398,Bone,3.3,117.6333,83.7,70,20,4.61,ID,few clouds
399,Kargil,34.1667,77.5833,62.13,48,30,5.55,IN,scattered clouds
400,Ende,3.3,117.6333,83.7,70,20,4.61,ID,few clouds
401,Maldonado,-33.6971,-53.4616,46.27,81,99,5.44,UY,overcast clouds
402,Caravelas,-5.1989,-35.4608,72.5,88,16,13.67,BR,few clouds
403,Mastung,32.4832,72.9097,93.15,52,96,6.53,PK,overcast clouds
404,Tahta,27.181,31.1837,86.18,35,0,13.02,EG,clear sky
405,Mantua,21.8525,-78.1169,79.84,92,1,5.66,CU,clear sky
406,Shenkursk,62.0833,32.35,56.98,61,100,9.51,RU,overcast clouds
407,Montepuez,-23.865,35.3833,67.98,94,20,9.22,MZ,few clouds
408,Pisco,-17.6394,-71.3375,59.4,84,17,3.42,PE,few clouds
409,Half Moon Bay,22.0752,-159.319,80.92,79,75,5.01,US,light rain
410,Posse,-5.1989,-35.4608,72.5,88,16,13.67,BR,few clouds
411,San Patricio,27.9769,-114.0611,69.71,84,54,11.39,MX,broken clouds
412,Lexington,22.0752,-159.319,80.92,79,75,5.01,US,light rain
413,Beloha,-18.4,47.8667,52.12,81,62,5.12,MG,broken clouds
414,Mahibadhoo,3.7833,72.9667,83.28,75,100,15.5,MV,overcast clouds
415,Poshekhonye,62.0833,32.35,56.98,61,100,9.51,RU,overcast clouds
416,Karratha,42.6001,-73.9662,61.61,94,1,4.21,US,clear sky
417,Teguise,43.4647,-3.8044,66.6,95,75,1.01,ES,broken clouds
418,Santiago Del Estero,-54.8,-68.3,35.26,87,75,0.0,AR,broken clouds
419,Altay,30.5092,117.0506,90.05,53,61,8.86,CN,broken clouds
420,Bagn,70.0311,20.9714,50.0,82,100,30.2,NO,light rain
421,Kungurtug,62.0833,32.35,56.98,61,100,9.51,RU,overcast clouds
422,Egvekinot,62.0833,32.35,56.98,61,100,9.51,RU,overcast clouds
423,Randfontein,-34.4187,19.2345,44.91,69,44,10.33,ZA,light rain
424,Morro Bay,22.0752,-159.319,80.92,79,75,5.01,US,light rain
425,San Joaquin,-15.25,-68.1667,62.87,85,40,0.78,BO,scattered clouds
426,Malwan,34.1667,77.5833,62.13,48,30,5.55,IN,scattered clouds
427,Buzmeyin,42.0551,59.3788,89.69,20,0,9.01,TM,clear sky
428,Dubbo,42.6001,-73.9662,61.61,94,1,4.21,US,clear sky
429,Wyndham,-46.6,168.3333,48.79,61,46,10.33,NZ,scattered clouds
430,Balkanabat,42.0551,59.3788,89.69,20,0,9.01,TM,clear sky
431,Kushmurun,44.1667,52.1167,92.91,23,1,1.25,KZ,clear sky
432,Mananjary,-18.4,47.8667,52.12,81,62,5.12,MG,broken clouds
433,Laguna,-5.1989,-35.4608,72.5,88,16,13.67,BR,few clouds
434,Barra Do Garcas,-5.1989,-35.4608,72.5,88,16,13.67,BR,few clouds
435,Thetford Mines,70.4692,-68.5914,37.63,100,90,2.3,CA,light rain
436,Seymchan,62.0833,32.35,56.98,61,100,9.51,RU,overcast clouds
437,Nizhnyaya Omka,62.0833,32.35,56.98,61,100,9.51,RU,overcast clouds
438,Nova Granada,-5.1989,-35.4608,72.5,88,16,13.67,BR,few clouds
439,Odweyne,8.4054,48.4845,79.79,54,37,27.98,SO,scattered clouds
440,Tongliao,30.5092,117.0506,90.05,53,61,8.86,CN,broken clouds
441,Port-Gentil,-0.7193,8.7815,73.89,78,85,12.1,GA,overcast clouds
442,Pudozh,62.0833,32.35,56.98,61,100,9.51,RU,overcast clouds
443,Rapid Valley,22.0752,-159.319,80.92,79,75,5.01,US,light rain
444,Zaraza,9.3503,-65.3245,73.0,87,74,1.74,VE,broken clouds
445,Riberalta,-15.25,-68.1667,62.87,85,40,0.78,BO,scattered clouds
446,Maple Creek,70.4692,-68.5914,37.63,100,90,2.3,CA,light rain
447,Palauig,10.1815,119.236,89.19,55,91,12.06,PH,overcast clouds
448,Santa Rosa,-54.8,-68.3,35.26,87,75,0.0,AR,broken clouds
449,Srednekolymsk,62.0833,32.35,56.98,61,100,9.51,RU,overcast clouds
450,One Hundred Mile House,70.4692,-68.5914,37.63,100,90,2.3,CA,light rain
451,Plainview,22.0752,-159.319,80.92,79,75,5.01,US,light rain
452,Bambous Virieux,-20.3428,57.7575,73.22,88,40,11.5,MU,scattered clouds
453,Miquelon,-21.3393,55.4781,71.28,59,0,3.44,RE,clear sky
454,Charters Towers,42.6001,-73.9662,61.61,94,1,4.21,US,clear sky
455,Raga,13.6017,26.6876,74.43,73,100,4.63,SD,overcast clouds
456,Kijang,3.3,117.6333,83.7,70,20,4.61,ID,few clouds
457,Necochea,-54.8,-68.3,35.26,87,75,0.0,AR,broken clouds
458,Synya,62.0833,32.35,56.98,61,100,9.51,RU,overcast clouds
459,Mattoon,22.0752,-159.319,80.92,79,75,5.01,US,light rain
460,Esperance,42.6001,-73.9662,61.61,94,1,4.21,US,clear sky
461,Anqiu,30.5092,117.0506,90.05,53,61,8.86,CN,broken clouds
462,Millau,50.0009,2.651,62.8,91,0,5.75,FR,clear sky
463,Grand River South East,-20.3428,57.7575,73.22,88,40,11.5,MU,scattered clouds
464,Kaduna,4.9247,6.2642,74.25,89,100,2.15,NG,overcast clouds
465,Nome,22.0752,-159.319,80.92,79,75,5.01,US,light rain
466,Dabwali,34.1667,77.5833,62.13,48,30,5.55,IN,scattered clouds
467,Methven,-46.6,168.3333,48.79,61,46,10.33,NZ,scattered clouds
468,Meyungs,7.0419,134.2556,88.3,74,94,13.38,PW,overcast clouds
469,Port Macquarie,42.6001,-73.9662,61.61,94,1,4.21,US,clear sky
470,Bairiki,3.0707,172.7902,83.12,74,20,12.28,KI,few clouds
471,Nguruka,-7.5833,31.2667,57.69,66,11,5.95,TZ,few clouds
472,Nam Tha,20.4197,104.0439,77.85,81,100,5.39,LA,overcast clouds
473,Wenling,30.5092,117.0506,90.05,53,61,8.86,CN,broken clouds
474,Beaverlodge,70.4692,-68.5914,37.63,100,90,2.3,CA,light rain
475,Knysna,-34.4187,19.2345,44.91,69,44,10.33,ZA,light rain
476,Pankrushikha,62.0833,32.35,56.98,61,100,9.51,RU,overcast clouds
477,Mrirt,31.6315,-8.0083,78.87,44,1,4.61,MA,clear sky
478,Quatre Cocos,-20.3428,57.7575,73.22,88,40,11.5,MU,scattered clouds
479,Salinopolis,-5.1989,-35.4608,72.5,88,16,13.67,BR,few clouds
480,Pangnirtung,70.4692,-68.5914,37.63,100,90,2.3,CA,light rain
481,Kasongo-Lunda,2.1833,22.4667,73.0,81,78,1.52,CD,broken clouds
482,Ballina,10.9995,122.6711,86.32,68,79,20.45,PH,broken clouds
483,Alofi,-19.0595,-169.9187,76.89,88,54,14.97,NU,broken clouds
484,Empangeni,-34.4187,19.2345,44.91,69,44,10.33,ZA,light rain
485,Kuytun,30.5092,117.0506,90.05,53,61,8.86,CN,broken clouds
486,Oktyabrskoye,62.0833,32.35,56.98,61,100,9.51,RU,overcast clouds
487,Zyryanka,62.0833,32.35,56.98,61,100,9.51,RU,overcast clouds
488,Portland,42.6001,-73.9662,61.61,94,1,4.21,US,clear sky
489,Chapais,70.4692,-68.5914,37.63,100,90,2.3,CA,light rain
490,Pimentel,-17.6394,-71.3375,59.4,84,17,3.42,PE,few clouds
491,Edd,15.1139,37.5928,70.36,76,95,7.27,ER,overcast clouds
492,Kagay,10.1815,119.236,89.19,55,91,12.06,PH,overcast clouds
493,Ulladulla,42.6001,-73.9662,61.61,94,1,4.21,US,clear sky
494,Scarborough,60.3964,-1.353,53.51,92,3,12.84,GB,clear sky
495,Appiano,38.685,16.5499,75.15,81,5,10.33,IT,clear sky
496,Aklavik,70.4692,-68.5914,37.63,100,90,2.3,CA,light rain
497,Pirot,43.1531,22.5861,58.98,82,0,2.28,RS,clear sky
498,Platteville,22.0752,-159.319,80.92,79,75,5.01,US,light rain
499,Jiayuguan,30.5092,117.0506,90.05,53,61,8.86,CN,broken clouds
500,Batemans Bay,42.6001,-73.9662,61.61,94,1,4.21,US,clear sky
501,Ampanihy,-18.4,47.8667,52.12,81,62,5.12,MG,broken clouds
502,Cagayan De Tawi-Tawi,10.1815,119.236,89.19,55,91,12.06,PH,overcast clouds
503,Zarubino,62.0833,32.35,56.98,61,100,9.51,RU,overcast clouds
504,Port Hedland,42.6001,-73.9662,61.61,94,1,4.21,US,clear sky
505,Gigmoto,10.1815,119.236,89.19,55,91,12.06,PH,overcast clouds
506,Bonthe,43.7501,-81.7165,63.91,87,61,2.3,CA,broken clouds
507,Vologda,62.0833,32.35,56.98,61,100,9.51,RU,overcast clouds
508,Sorvag,62.2266,-6.589,52.72,93,22,11.45,FO,few clouds
509,Kizhinga,62.0833,32.35,56.98,61,100,9.51,RU,overcast clouds
510,Falkenberg,61.3482,16.3946,58.39,55,59,2.95,SE,broken clouds
511,Alto Araguaia,-5.1989,-35.4608,72.5,88,16,13.67,BR,few clouds
512,Fort Saint John,70.4692,-68.5914,37.63,100,90,2.3,CA,light rain
513,Lohja,60.2486,24.0653,62.56,80,100,8.55,FI,overcast clouds
514,Shorkot,32.4832,72.9097,93.15,52,96,6.53,PK,overcast clouds
515,Atagay,62.0833,32.35,56.98,61,100,9.51,RU,overcast clouds
516,Nayoro,34.0667,134.15,90.01,45,98,6.82,JP,overcast clouds
517,Chastyye,62.0833,32.35,56.98,61,100,9.51,RU,overcast clouds
518,Kalmunai,5.9485,80.5353,80.92,85,100,14.45,LK,overcast clouds
519,Iqaluit,70.4692,-68.5914,37.63,100,90,2.3,CA,light rain
520,Neringa,55.3719,21.0647,62.69,72,2,5.88,LT,clear sky
521,Huangmei,30.5092,117.0506,90.05,53,61,8.86,CN,broken clouds
522,Betioky,-18.4,47.8667,52.12,81,62,5.12,MG,broken clouds
523,Tuatapere,-46.6,168.3333,48.79,61,46,10.33,NZ,scattered clouds
524,Lorengau,-10.6167,150.6667,78.49,72,91,13.38,PG,overcast clouds
525,Rusera,34.1667,77.5833,62.13,48,30,5.55,IN,scattered clouds
526,Pemangkat,3.3,117.6333,83.7,70,20,4.61,ID,few clouds
527,Normal,22.0752,-159.319,80.92,79,75,5.01,US,light rain
528,Baghdad,33.3406,44.4009,91.31,27,0,14.97,IQ,clear sky
529,Opopeo,27.9769,-114.0611,69.71,84,54,11.39,MX,broken clouds
530,Joshimath,34.1667,77.5833,62.13,48,30,5.55,IN,scattered clouds
531,North Bend,22.0752,-159.319,80.92,79,75,5.01,US,light rain
532,Labuhan,3.3,117.6333,83.7,70,20,4.61,ID,few clouds
533,Jaisalmer,34.1667,77.5833,62.13,48,30,5.55,IN,scattered clouds
534,Kidal,20.1986,1.0114,84.83,50,26,4.52,ML,scattered clouds
535,Sinkat,13.6017,26.6876,74.43,73,100,4.63,SD,overcast clouds
536,College,22.0752,-159.319,80.92,79,75,5.01,US,light rain
537,Khonuu,62.0833,32.35,56.98,61,100,9.51,RU,overcast clouds
538,Corner Brook,70.4692,-68.5914,37.63,100,90,2.3,CA,light rain
539,Mana,5.3833,-52.95,78.57,85,12,7.58,GF,few clouds
540,Agadez,13.7292,5.2975,80.91,65,50,10.85,NG,scattered clouds
541,Sinnamary,5.3833,-52.95,78.57,85,12,7.58,GF,few clouds
542,Moree,42.6001,-73.9662,61.61,94,1,4.21,US,clear sky
543,Lolua,46.4333,26.4,63.52,82,45,4.7,RO,scattered clouds
544,Ostersund,61.3482,16.3946,58.39,55,59,2.95,SE,broken clouds
545,Broome,42.6001,-73.9662,61.61,94,1,4.21,US,clear sky
546,Chicama,-17.6394,-71.3375,59.4,84,17,3.42,PE,few clouds
547,Mentok,3.3,117.6333,83.7,70,20,4.61,ID,few clouds
548,Jibuti,11.5,42.5,89.02,49,100,8.08,DJ,overcast clouds
549,Gayny,62.0833,32.35,56.98,61,100,9.51,RU,overcast clouds
550,Stoyba,62.0833,32.35,56.98,61,100,9.51,RU,overcast clouds
551,Ngukurr,42.6001,-73.9662,61.61,94,1,4.21,US,clear sky
552,Kodinsk,62.0833,32.35,56.98,61,100,9.51,RU,overcast clouds
553,Banfora,11.5544,-1.7736,74.77,75,86,7.09,BF,overcast clouds
554,Doctor Pedro P. Pena,-26.2167,-57.2,55.38,57,0,5.23,PY,clear sky
555,Starosubkhangulovo,62.0833,32.35,56.98,61,100,9.51,RU,overcast clouds
556,Kapoeta,13.6017,26.6876,74.43,73,100,4.63,SD,overcast clouds
557,Yakima,22.0752,-159.319,80.92,79,75,5.01,US,light rain
558,Goderich,43.7501,-81.7165,63.91,87,61,2.3,CA,broken clouds
559,Bratsk,62.0833,32.35,56.98,61,100,9.51,RU,overcast clouds
560,Bida,4.9247,6.2642,74.25,89,100,2.15,NG,overcast clouds
561,Richards Bay,-34.4187,19.2345,44.91,69,44,10.33,ZA,light rain
562,Verkhnevilyuysk,62.0833,32.35,56.98,61,100,9.51,RU,overcast clouds
563,Trofors,70.0311,20.9714,50.0,82,100,30.2,NO,light rain
564,Poopo,-15.25,-68.1667,62.87,85,40,0.78,BO,scattered clouds
565,Mackay,42.6001,-73.9662,61.61,94,1,4.21,US,clear sky
566,Lodja,2.1833,22.4667,73.0,81,78,1.52,CD,broken clouds
567,Melville,70.4692,-68.5914,37.63,100,90,2.3,CA,light rain
568,Bandar-E Torkaman,38.6066,44.9883,85.32,39,0,4.61,IR,clear sky
569,Cuitareo,27.9769,-114.0611,69.71,84,54,11.39,MX,broken clouds
570,Litovko,62.0833,32.35,56.98,61,100,9.51,RU,overcast clouds
571,Kendari,3.3,117.6333,83.7,70,20,4.61,ID,few clouds
572,Ajdabiya,27.0377,14.4283,79.34,36,1,9.24,LY,clear sky
573,Lubango,-8.1881,15.375,59.7,35,0,5.7,AO,clear sky
574,Ofaqim,31.6693,34.5715,79.92,67,7,5.23,IL,clear sky
575,Tabory,62.0833,32.35,56.98,61,100,9.51,RU,overcast clouds
576,Anju,30.5092,117.0506,90.05,53,61,8.86,CN,broken clouds
577,Okhotsk,62.0833,32.35,56.98,61,100,9.51,RU,overcast clouds
578,Khandyga,62.0833,32.35,56.98,61,100,9.51,RU,overcast clouds
579,Yichun,30.5092,117.0506,90.05,53,61,8.86,CN,broken clouds
580,La Palma,33.8464,-118.0467,86.41,72,1,1.01,US,clear sky
581,Petropavlovsk-Kamchatskiy,62.0833,32.35,56.98,61,100,9.51,RU,overcast clouds
582,Gimli,70.4692,-68.5914,37.63,100,90,2.3,CA,light rain
583,Alice Springs,42.6001,-73.9662,61.61,94,1,4.21,US,clear sky
584,Fare,-46.1927,168.8643,48.47,90,45,2.89,NZ,light rain
585,Chardara,44.1667,52.1167,92.91,23,1,1.25,KZ,clear sky
586,Oussouye,12.485,-16.5469,79.83,83,85,7.52,SN,overcast clouds
587,Muzhi,62.0833,32.35,56.98,61,100,9.51,RU,overcast clouds
588,Sydney,42.6001,-73.9662,61.61,94,1,4.21,US,clear sky
589,Filadelfia,-26.2167,-57.2,55.38,57,0,5.23,PY,clear sky
590,Harper,6.3005,-10.7969,76.62,82,100,5.5,LR,light rain
591,Marawi,13.6017,26.6876,74.43,73,100,4.63,SD,overcast clouds
592,Oxford,22.0752,-159.319,80.92,79,75,5.01,US,light rain
593,Petatlan,27.9769,-114.0611,69.71,84,54,11.39,MX,broken clouds
594,Gladenbach,52.0578,10.0058,63.34,94,73,0.83,DE,broken clouds
595,Mezen,62.0833,32.35,56.98,61,100,9.51,RU,overcast clouds
596,Kamenka,62.0833,32.35,56.98,61,100,9.51,RU,overcast clouds
597,Camacha,37.7167,-25.4333,66.61,82,86,6.51,PT,overcast clouds
598,Mamakan,62.0833,32.35,56.98,61,100,9.51,RU,overcast clouds
599,Natitingou,10.3042,1.3796,71.35,82,92,3.71,BJ,overcast clouds
600,Gravdal,70.0311,20.9714,50.0,82,100,30.2,NO,light rain
601,Palmas,-5.1989,-35.4608,72.5,88,16,13.67,BR,few clouds
602,Kutulik,62.0833,32.35,56.98,61,100,9.51,RU,overcast clouds
603,Isangel,42.0304,-8.1588,54.73,93,2,0.27,PT,clear sky
604,Tarabuco,-15.25,-68.1667,62.87,85,40,0.78,BO,scattered clouds
605,Loei,15.9167,104.75,80.65,78,100,11.25,TH,overcast clouds
606,Weligama,5.9485,80.5353,80.92,85,100,14.45,LK,overcast clouds
607,Lapua,60.2486,24.0653,62.56,80,100,8.55,FI,overcast clouds
608,Pec,43.1531,22.5861,58.98,82,0,2.28,RS,clear sky
609,Troitskoye,62.0833,32.35,56.98,61,100,9.51,RU,overcast clouds
610,Ouesso,1.6136,16.0517,72.28,73,99,2.28,CG,overcast clouds
611,Hinton,70.4692,-68.5914,37.63,100,90,2.3,CA,light rain
612,Kvarkeno,62.0833,32.35,56.98,61,100,9.51,RU,overcast clouds
613,Balkhash,44.1667,52.1167,92.91,23,1,1.25,KZ,clear sky
614,Cockburn Town,21.4612,-71.1419,81.18,83,11,18.99,TC,few clouds
615,Watsa,2.1833,22.4667,73.0,81,78,1.52,CD,broken clouds
616,Muhos,60.2486,24.0653,62.56,80,100,8.55,FI,overcast clouds
617,Manokwari,3.3,117.6333,83.7,70,20,4.61,ID,few clouds
618,Lamu,1.2511,35.0895,58.23,82,23,3.91,KE,few clouds
619,Husavik,65.0757,-22.7297,52.81,95,99,11.65,IS,overcast clouds
620,Kansas City,22.0752,-159.319,80.92,79,75,5.01,US,light rain
621,Usman,62.0833,32.35,56.98,61,100,9.51,RU,overcast clouds
622,Chinsali,-14.7833,24.8,48.9,65,10,5.55,ZM,clear sky
623,Itacare,-5.1989,-35.4608,72.5,88,16,13.67,BR,few clouds
624,Utena,55.3719,21.0647,62.69,72,2,5.88,LT,clear sky
625,Udachnyy,62.0833,32.35,56.98,61,100,9.51,RU,overcast clouds
626,Havoysund,70.0311,20.9714,50.0,82,100,30.2,NO,light rain
627,Aguas Formosas,-5.1989,-35.4608,72.5,88,16,13.67,BR,few clouds
628,Bolivar,22.0752,-159.319,80.92,79,75,5.01,US,light rain
629,Sisimiut,60.9167,-46.05,46.62,94,54,4.41,GL,broken clouds
630,Quime,-15.25,-68.1667,62.87,85,40,0.78,BO,scattered clouds
631,Parana,-5.1989,-35.4608,72.5,88,16,13.67,BR,few clouds
632,Grand Gaube,-20.3428,57.7575,73.22,88,40,11.5,MU,scattered clouds
633,Atar,20.5169,-13.0499,80.46,22,5,6.87,MR,clear sky
634,Linxia,30.5092,117.0506,90.05,53,61,8.86,CN,broken clouds
635,Biltine,13.8292,20.8324,74.88,79,100,9.19,TD,overcast clouds
636,Ngama,13.8292,20.8324,74.88,79,100,9.19,TD,overcast clouds
637,Sladkovo,62.0833,32.35,56.98,61,100,9.51,RU,overcast clouds
638,Westport,10.9995,122.6711,86.32,68,79,20.45,PH,broken clouds
639,Elk City,22.0752,-159.319,80.92,79,75,5.01,US,light rain
640,Rio Grande,-5.1989,-35.4608,72.5,88,16,13.67,BR,few clouds
641,Kamaishi,34.0667,134.15,90.01,45,98,6.82,JP,overcast clouds
642,Hihifo,-21.2,-175.2,77.16,83,20,8.05,TO,few clouds
643,Baringo,1.2511,35.0895,58.23,82,23,3.91,KE,few clouds
644,Artyom,36.5465,61.0543,91.62,25,0,0.0,IR,clear sky
645,Candawaga,10.1815,119.236,89.19,55,91,12.06,PH,overcast clouds
646,Moyobamba,-17.6394,-71.3375,59.4,84,17,3.42,PE,few clouds
647,Alugan,10.1815,119.236,89.19,55,91,12.06,PH,overcast clouds
648,Le Moule,46.4154,3.9054,63.18,100,21,3.44,FR,fog
649,Biak,3.3,117.6333,83.7,70,20,4.61,ID,few clouds
650,Strezhevoy,62.0833,32.35,56.98,61,100,9.51,RU,overcast clouds
651,Hay River,70.4692,-68.5914,37.63,100,90,2.3,CA,light rain
652,Alihe,30.5092,117.0506,90.05,53,61,8.86,CN,broken clouds
653,Cacu,-5.1989,-35.4608,72.5,88,16,13.67,BR,few clouds
654,Gornopravdinsk,62.0833,32.35,56.98,61,100,9.51,RU,overcast clouds
655,Saint-Georges,5.3833,-52.95,78.57,85,12,7.58,GF,few clouds
656,Elizabeth City,22.0752,-159.319,80.92,79,75,5.01,US,light rain
657,Abha,26.326,43.975,91.85,14,5,13.58,SA,clear sky
658,Tak Bai,15.9167,104.75,80.65,78,100,11.25,TH,overcast clouds
659,Mpongwe,-14.7833,24.8,48.9,65,10,5.55,ZM,clear sky
660,Acajutla,13.55,-88.35,78.85,62,13,2.33,SV,few clouds
661,Bereda,8.4054,48.4845,79.79,54,37,27.98,SO,scattered clouds
662,Grand-Santi,5.3833,-52.95,78.57,85,12,7.58,GF,few clouds
663,Kyra,62.0833,32.35,56.98,61,100,9.51,RU,overcast clouds
664,Araouane,20.1986,1.0114,84.83,50,26,4.52,ML,scattered clouds
665,Kahului,22.0752,-159.319,80.92,79,75,5.01,US,light rain
666,Bara,13.6017,26.6876,74.43,73,100,4.63,SD,overcast clouds
667,Biryukove,48.937,34.4786,67.41,68,100,15.52,UA,overcast clouds
668,Mount Darwin,-18.5278,32.1284,50.4,57,1,0.81,ZW,clear sky
669,Key West,22.0752,-159.319,80.92,79,75,5.01,US,light rain
670,Poso,3.3,117.6333,83.7,70,20,4.61,ID,few clouds
671,Labytnangi,62.0833,32.35,56.98,61,100,9.51,RU,overcast clouds
672,Leh,34.1667,77.5833,62.13,48,30,5.55,IN,scattered clouds
673,Tautira,-46.1927,168.8643,48.47,90,45,2.89,NZ,light rain
674,Las Vegas,22.0752,-159.319,80.92,79,75,5.01,US,light rain
675,Rabo De Peixe,37.7167,-25.4333,66.61,82,86,6.51,PT,overcast clouds
676,Ligatne,57.2343,25.0406,58.24,82,2,1.01,LV,clear sky
677,Rungata,3.0707,172.7902,83.12,74,20,12.28,KI,few clouds
678,Sao Jose Da Coroa Grande,-5.1989,-35.4608,72.5,88,16,13.67,BR,few clouds
679,Aykhal,62.0833,32.35,56.98,61,100,9.51,RU,overcast clouds
680,Whitianga,-46.6,168.3333,48.79,61,46,10.33,NZ,scattered clouds
681,Tiksi,62.0833,32.35,56.98,61,100,9.51,RU,overcast clouds
682,Sao Mateus Do Sul,-5.1989,-35.4608,72.5,88,16,13.67,BR,few clouds
683,San Cristobal,9.3503,-65.3245,73.0,87,74,1.74,VE,broken clouds
684,Iglesias,38.685,16.5499,75.15,81,5,10.33,IT,clear sky
685,Puerto Baquerizo Moreno,-0.7393,-90.3518,71.55,95,99,4.0,EC,overcast clouds
686,Swan River,70.4692,-68.5914,37.63,100,90,2.3,CA,light rain
687,Belalcazar,10.9878,-74.9547,82.49,76,6,22.35,CO,clear sky
688,Cockburn Town,21.4612,-71.1419,81.18,83,11,18.99,TC,few clouds
689,Buqayq,26.326,43.975,91.85,14,5,13.58,SA,clear sky
690,Maun,-20.4667,22.7167,42.57,27,0,6.24,BW,clear sky
691,Praia Da Vitoria,37.7167,-25.4333,66.61,82,86,6.51,PT,overcast clouds
692,Ginda,15.1139,37.5928,70.36,76,95,7.27,ER,overcast clouds
693,Hailar,30.5092,117.0506,90.05,53,61,8.86,CN,broken clouds
694,Ayolas,-26.2167,-57.2,55.38,57,0,5.23,PY,clear sky
695,Churapcha,62.0833,32.35,56.98,61,100,9.51,RU,overcast clouds
696,Barinas,9.3503,-65.3245,73.0,87,74,1.74,VE,broken clouds
697,Jelgava,57.2343,25.0406,58.24,82,2,1.01,LV,clear sky
698,Gavle,61.3482,16.3946,58.39,55,59,2.95,SE,broken clouds
699,Rio Gallegos,-54.8,-68.3,35.26,87,75,0.0,AR,broken clouds
700,Cartagena,10.9878,-74.9547,82.49,76,6,22.35,CO,clear sky
701,Buckeye,22.0752,-159.319,80.92,79,75,5.01,US,light rain
702,Cururupu,-5.1989,-35.4608,72.5,88,16,13.67,BR,few clouds
703,Ewa Beach,22.0752,-159.319,80.92,79,75,5.01,US,light rain
704,Katrineholm,61.3482,16.3946,58.39,55,59,2.95,SE,broken clouds
