City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Petropavlovsk-Kamchatskiy,RU,2021-07-19 01:39:56,53.0452,158.6483,55.99,100,90,6.71
294,Sivas,TR,2021-07-19 01:39:56,39.7916,37.0019,66.83,59,20,5.75
295,Oktyabrskiy,RU,2021-07-19 01:39:56,54.4815,53.471,68.74,74,100,1.34
296,Coaticook,CA,2021-07-19 01:39:56,45.1334,-71.7991,65.01,87,100,2.17
297,Gorontalo,ID,2021-07-19 01:37:46,0.5412,123.0595,86.22,59,65,7.43
298,Nuevo Progreso,MX,2021-07-19 01:39:57,23.1667,-97.95,85.59,85,18,4.59
299,Egvekinot,RU,2021-07-19 01:39:57,66.3167,-179.1667,43.84,96,100,0.83
300,Ishigaki,JP,2021-07-19 01:39:57,24.3448,124.1572,87.93,74,75,12.66
301,Leh,IN,2021-07-19 01:39:57,34.1667,77.5833,65.82,53,36,6.15
302,Meridian,US,2021-07-19 01:39:37,43.6121,-116.3915,99.45,21,1,5.75
303,Kirakira,SB,2021-07-19 01:39:58,-10.4544,161.9205,84.78,66,98,13.04
304,Esna,EG,2021-07-19 01:39:17,25.2934,32.554,87.82,20,48,8.05
305,Fortuna,US,2021-07-19 01:39:58,40.5982,-124.1573,65.93,77,1,1.99
306,Meulaboh,ID,2021-07-19 01:39:58,4.1363,96.1285,79.39,72,94,3.13
307,Roald,NO,2021-07-19 01:39:59,62.5833,6.1333,54.0,76,90,11.5
308,Shubarshi,KZ,2021-07-19 01:39:59,48.5872,57.1869,82.0,35,27,5.19
309,Lanigan,CA,2021-07-19 01:39:59,51.8501,-105.0344,75.09,61,53,11.56
310,Shar,KZ,2021-07-19 01:39:59,49.5886,81.0453,73.18,40,100,7.23
311,Tsiroanomandidy,MG,2021-07-19 01:39:59,-18.7667,46.0333,58.46,82,56,3.27
312,Port Macquarie,AU,2021-07-19 01:40:00,-31.4333,152.9167,64.38,48,37,5.66
313,College,US,2021-07-19 01:40:01,64.8569,-147.8028,71.26,59,75,6.91
314,Oranjemund,NA,2021-07-19 01:40:01,-28.55,16.4333,58.01,70,0,4.14
315,Sur,OM,2021-07-19 01:40:01,22.5667,59.5289,84.49,69,11,9.46
316,Oksfjord,NO,2021-07-19 01:40:02,70.2396,22.3479,50.0,82,94,10.98
317,Fethiye,TR,2021-07-19 01:39:32,36.6217,29.1164,75.07,66,0,2.21
318,Tautira,PF,2021-07-19 01:40:02,-17.7333,-149.15,78.82,80,100,25.19
319,Sann,PK,2021-07-19 01:40:02,26.0418,68.1378,84.11,71,100,14.43
320,Waingapu,ID,2021-07-19 01:40:03,-9.6567,120.2641,83.84,61,54,12.57
321,Jiangyou,CN,2021-07-19 01:40:03,31.7667,104.7167,84.63,66,0,2.3
322,Batagay,RU,2021-07-19 01:40:03,67.6333,134.6333,70.27,28,100,7.11
323,Sao Filipe,CV,2021-07-19 01:40:03,14.8961,-24.4956,74.8,86,62,7.67
324,Voyskovitsy,RU,2021-07-19 01:40:04,59.5287,29.964,61.63,77,13,8.59
325,Whitefish,US,2021-07-19 01:40:04,48.4111,-114.3376,91.89,35,1,6.91
326,Langenselbold,DE,2021-07-19 01:37:50,50.1766,9.04,68.76,80,0,4.9
327,Grindavik,IS,2021-07-19 01:40:04,63.8424,-22.4338,48.67,87,90,6.91
328,Sinnamary,GF,2021-07-19 01:40:04,5.3833,-52.95,78.42,82,65,6.82
329,Vallenar,CL,2021-07-19 01:40:05,-28.5708,-70.7581,58.35,53,100,1.97
330,Jacobabad,PK,2021-07-19 01:35:41,28.281,68.4388,92.91,57,100,12.17
331,Lodja,CD,2021-07-19 01:40:05,-3.4833,23.4333,66.43,50,4,1.3
332,Ternate,ID,2021-07-19 01:40:05,0.8,127.4,82.81,71,100,5.14
333,Hidalgo,MX,2021-07-19 01:40:06,20.5,-99.0,60.66,88,41,7.02
334,Bethel,US,2021-07-19 01:40:06,41.3712,-73.414,77.59,69,90,3.44
335,Vanimo,PG,2021-07-19 01:40:06,-2.6741,141.3028,84.2,69,84,0.69
336,Atar,MR,2021-07-19 01:40:06,20.5169,-13.0499,92.8,19,8,4.76
337,Bayshore Gardens,US,2021-07-19 01:40:06,27.4253,-82.5904,85.98,77,1,3.44
338,Rundu,NA,2021-07-19 01:40:07,-17.9333,19.7667,46.47,47,0,6.29
339,Greenwood Village,US,2021-07-19 01:40:07,39.6172,-104.9508,90.14,24,20,7.0
340,Kirkwall,GB,2021-07-19 01:40:07,58.9848,-2.9587,53.94,93,90,0.0
341,General Bravo,MX,2021-07-19 01:40:07,25.8,-99.1667,88.29,53,31,22.15
342,Carmen,MX,2021-07-19 01:36:42,18.6333,-91.8333,77.04,94,40,6.91
343,Shiyan,CN,2021-07-19 01:40:08,32.6475,110.7781,76.1,91,100,2.17
344,Kitimat,CA,2021-07-19 01:40:08,54.0524,-128.6534,70.18,68,100,3.0
345,Carnarvon,AU,2021-07-19 01:40:08,-24.8667,113.6333,60.87,43,40,8.05
346,Selikhino,RU,2021-07-19 01:40:08,50.3672,137.4996,81.25,63,94,5.35
347,Manggar,ID,2021-07-19 01:40:08,-2.8833,108.2667,82.94,77,34,10.87
348,Fairbanks,US,2021-07-19 01:40:09,64.8378,-147.7164,71.02,58,90,1.01
349,Bereda,ES,2021-07-19 01:40:09,43.2686,-7.5406,60.01,95,8,0.2
350,Hasaki,JP,2021-07-19 01:40:09,35.7333,140.8333,91.29,79,6,12.24
351,Hamilton,US,2021-07-19 01:40:09,39.1834,-84.5333,74.95,76,1,0.0
352,Urucara,BR,2021-07-19 01:40:10,-2.5364,-57.76,74.52,86,74,2.93
353,Kuri,KR,2021-07-19 01:40:10,37.5986,127.1394,85.86,65,75,5.75
354,Auki,SB,2021-07-19 01:40:10,-8.7676,160.7034,84.16,71,100,7.27
355,Imaichi,JP,2021-07-19 01:40:11,36.7167,139.6833,91.78,55,0,5.28
356,Moa,CU,2021-07-19 01:40:11,20.6569,-74.9403,80.35,87,99,13.82
357,Fomboni,KM,2021-07-19 01:40:11,-12.28,43.7425,76.06,73,16,15.37
358,Soderhamn,SE,2021-07-19 01:40:11,61.3037,17.0592,51.04,71,11,8.16
359,Itoman,JP,2021-07-19 01:40:11,26.1247,127.6694,88.57,68,75,16.11
360,Tiquisio,CO,2021-07-19 01:40:12,8.5597,-74.2669,76.46,97,4,2.59
361,Ainring,DE,2021-07-19 01:40:12,47.8167,12.95,63.0,100,75,3.44
362,Nome,US,2021-07-19 01:40:12,64.5011,-165.4064,62.17,77,40,11.5
363,Blagoyevo,RU,2021-07-19 01:40:13,63.3667,47.9167,64.35,64,31,7.63
364,Joniskis,LT,2021-07-19 01:40:13,56.2403,23.6153,61.72,91,93,3.85
365,Lata,PT,2021-07-19 01:40:13,40.1629,-8.3327,61.81,87,100,5.1
366,Key West,US,2021-07-19 01:38:29,24.5557,-81.7826,84.99,78,20,8.05
367,Beira,MZ,2021-07-19 01:39:13,-19.8436,34.8389,62.69,75,0,11.36
368,Laguna,US,2021-07-19 01:40:13,38.421,-121.4238,102.15,21,1,5.01
369,Berlevag,NO,2021-07-19 01:40:14,70.8578,29.0864,46.98,95,100,16.93
370,Abu Samrah,SY,2021-07-19 01:40:14,35.3029,37.1841,78.21,40,0,4.29
371,Smolenka,RU,2021-07-19 01:37:05,52.1352,113.4974,66.27,77,7,2.24
372,Itarema,BR,2021-07-19 01:40:14,-2.9248,-39.9167,77.58,85,5,9.64
373,Vrangel,RU,2021-07-19 01:40:15,42.7297,133.0839,77.92,77,40,7.14
374,Salinopolis,BR,2021-07-19 01:40:15,-0.6136,-47.3561,78.01,85,2,9.15
375,Pacific Grove,US,2021-07-19 01:40:15,36.6177,-121.9166,87.98,84,1,4.0
376,Ruzsa,HU,2021-07-19 01:40:15,46.2881,19.7471,69.78,92,100,11.95
377,Wenatchee,US,2021-07-19 01:40:16,47.4235,-120.3103,101.25,20,1,3.0
378,Xingtai,CN,2021-07-19 01:40:16,37.0631,114.4942,74.55,95,100,4.23
379,Mayumba,GA,2021-07-19 01:40:16,-3.432,10.6554,69.21,90,25,0.89
380,Barentu,ER,2021-07-19 01:40:16,15.1139,37.5928,70.5,71,18,2.71
381,Zima,RU,2021-07-19 01:40:16,53.9202,102.0442,69.31,60,100,7.81
382,Ayagoz,KZ,2021-07-19 01:40:17,47.9714,80.4392,77.88,20,47,6.15
383,Pedasi,PA,2021-07-19 01:40:17,7.5333,-80.0333,72.45,83,100,8.61
384,Dicabisagan,PH,2021-07-19 01:40:17,17.0818,122.4157,87.48,65,100,2.21
385,Hervey Bay,AU,2021-07-19 01:40:17,-25.2986,152.8535,66.31,49,0,4.34
386,Yulara,AU,2021-07-19 01:40:17,-25.2406,130.9889,60.64,44,9,4.61
387,Namur,BE,2021-07-19 01:40:17,50.4669,4.8675,62.73,95,0,5.28
388,Risor,NO,2021-07-19 01:40:18,58.7206,9.2342,58.28,66,9,10.78
389,Sarab,IR,2021-07-19 01:40:18,38.6066,44.9883,74.46,43,0,3.02
390,Valparaiso,CL,2021-07-19 01:40:18,-33.0393,-71.6273,52.48,76,0,3.44
391,Papar,MY,2021-07-19 01:40:18,5.7333,115.9333,80.6,62,99,2.73
392,Loreto,MX,2021-07-19 01:40:19,22.2667,-101.9667,68.43,52,3,16.6
393,Wasilla,US,2021-07-19 01:40:19,61.5814,-149.4394,80.58,54,1,5.75
394,Harlow,GB,2021-07-19 01:35:45,51.7766,0.1116,69.44,83,0,5.75
395,Lavrentiya,RU,2021-07-19 01:40:19,65.5833,-171.0,48.31,87,100,6.78
396,Grand-Santi,GF,2021-07-19 01:40:19,4.25,-54.3833,74.05,92,72,2.84
397,Ust-Kulom,RU,2021-07-19 01:40:20,61.6864,53.6902,59.95,62,3,1.48
398,Faya,SA,2021-07-19 01:40:20,18.3851,42.4509,64.51,61,100,6.73
399,Latehar,IN,2021-07-19 01:40:20,23.75,84.5,83.8,68,100,1.72
400,Riyadh,SA,2021-07-19 01:37:45,24.6877,46.7219,87.94,59,11,3.24
401,Kropotkin,RU,2021-07-19 01:40:20,45.4375,40.5756,72.45,69,0,5.75
402,Diffa,NE,2021-07-19 01:40:21,13.3154,12.6113,77.5,64,70,10.02
403,Great Yarmouth,GB,2021-07-19 01:40:21,52.6083,1.7305,64.94,87,22,3.74
404,Padang,ID,2021-07-19 01:40:21,-0.9492,100.3543,80.65,77,100,3.22
405,Saint-Denis,FR,2021-07-19 01:40:21,48.9167,2.3333,70.29,78,0,8.05
406,Hun,LY,2021-07-19 01:40:21,29.1268,15.9477,74.73,60,0,4.76
407,Savelugu,GH,2021-07-19 01:40:22,9.6244,-0.8253,76.77,78,100,6.17
408,De-Kastri,RU,2021-07-19 01:40:22,51.4667,140.7833,81.28,38,0,8.41
409,Mamallapuram,IN,2021-07-19 01:40:22,12.6264,80.1722,82.45,70,91,9.04
410,Marsabit,KE,2021-07-19 01:40:23,2.3284,37.9899,59.49,77,93,15.12
411,Koutiala,ML,2021-07-19 01:40:23,12.3917,-5.4642,80.65,64,100,6.13
412,Ouadda,CF,2021-07-19 01:40:23,8.0777,22.4007,66.4,98,98,2.84
413,Bodaybo,RU,2021-07-19 01:37:23,57.8506,114.1933,65.34,91,100,2.91
414,Belaya Gora,RU,2021-07-19 01:40:24,68.5333,146.4167,63.68,34,99,8.99
415,Panzhihua,CN,2021-07-19 01:40:24,26.5851,101.7128,77.9,72,48,2.04
416,Hami,CN,2021-07-19 01:40:24,42.8,93.45,80.55,27,94,8.01
417,Ouallam,NE,2021-07-19 01:40:24,14.3188,2.0866,75.02,80,100,23.47
418,Roma,US,2021-07-19 01:40:25,43.2128,-75.4557,69.94,89,90,3.44
419,Livingston,GB,2021-07-19 01:40:25,55.9029,-3.5226,57.85,88,0,1.14
420,Waipawa,NZ,2021-07-19 01:40:25,-41.4122,175.5153,53.46,91,99,13.69
421,Kaohsiung,TW,2021-07-19 01:40:25,22.6163,120.3133,89.55,69,75,4.0
422,Mwingi,KE,2021-07-19 01:40:25,-0.9344,38.0601,59.63,89,67,4.79
423,Porosozero,RU,2021-07-19 01:40:26,62.7191,32.727,53.1,95,84,4.14
424,Nantucket,US,2021-07-19 01:40:26,41.2835,-70.0995,75.54,82,90,8.05
425,Saint Anthony,US,2021-07-19 01:40:26,45.0205,-93.218,84.34,53,75,8.05
426,Myingyan,MM,2021-07-19 01:40:26,21.4667,95.3833,87.39,63,100,10.87
427,Wawa,NG,2021-07-19 01:40:26,9.9022,4.4192,74.43,91,100,6.78
428,Vao,NC,2021-07-19 01:40:27,-22.6667,167.4833,69.15,64,3,9.62
429,Potam,MX,2021-07-19 01:40:27,27.6,-110.3833,93.92,54,15,8.05
430,Warri,NG,2021-07-19 01:40:27,5.5167,5.75,76.03,89,100,3.98
431,Pouembout,NC,2021-07-19 01:40:27,-21.1333,164.9,75.69,63,73,8.37
432,Beruwala,LK,2021-07-19 01:40:27,6.4788,79.9828,80.58,82,66,11.43
433,Mount Pleasant,US,2021-07-19 01:40:28,32.7941,-79.8626,78.01,89,90,3.0
434,Turukhansk,RU,2021-07-19 01:39:12,65.8167,87.9833,58.14,53,92,3.29
435,Charters Towers,AU,2021-07-19 01:40:28,-20.1,146.2667,73.35,45,21,2.35
436,Luderitz,NA,2021-07-19 01:40:28,-26.6481,15.1594,63.52,41,0,4.52
437,Khuzhir,RU,2021-07-19 01:40:28,53.1939,107.3397,53.82,96,100,2.1
438,Labuan,MY,2021-07-19 01:40:29,5.2767,115.2417,84.56,84,40,0.0
439,Taltal,CL,2021-07-19 01:40:29,-25.4,-70.4833,59.86,71,96,4.94
440,Aginskoye,RU,2021-07-19 01:40:29,51.1,114.53,73.94,55,2,6.62
441,Svetlyy,RU,2021-07-19 01:40:29,54.675,20.1347,60.85,69,73,12.82
442,Sri Aman,MY,2021-07-19 01:40:30,1.2376,111.4621,80.65,89,20,2.3
443,Byron Bay,AU,2021-07-19 01:40:30,-28.65,153.6167,69.06,62,72,3.29
444,Poum,NC,2021-07-19 01:40:30,-20.2333,164.0167,72.57,76,75,12.93
445,Akureyri,IS,2021-07-19 01:40:30,65.6835,-18.0878,64.33,36,0,16.11
446,Shenkursk,RU,2021-07-19 01:40:30,62.1091,42.896,61.81,72,0,8.16
447,Christchurch,NZ,2021-07-19 01:39:01,-43.5333,172.6333,51.33,92,75,4.0
448,Kununurra,AU,2021-07-19 01:40:31,-15.7667,128.7333,80.58,18,68,5.75
449,Gat,IL,2021-07-19 01:40:31,31.61,34.7642,83.39,74,1,3.8
450,Zabaykalsk,RU,2021-07-19 01:40:31,49.6333,117.3167,64.18,90,100,4.36
451,Cuauhtemoc,MX,2021-07-19 01:40:31,28.4167,-106.8667,74.71,49,50,14.72
452,Korla,CN,2021-07-19 01:40:32,41.7597,86.1469,79.2,24,100,9.01
453,Erenhot,CN,2021-07-19 01:40:32,43.6475,111.9767,82.29,37,0,7.31
454,Simpelveld,NL,2021-07-19 01:40:32,50.8342,5.9819,62.49,94,0,0.0
455,Iralaya,HN,2021-07-19 01:40:32,15.0,-83.2333,80.69,85,8,10.51
456,Isangel,VU,2021-07-19 01:40:32,-19.55,169.2667,77.11,83,75,5.75
457,Galesong,ID,2021-07-19 01:40:33,-5.3166,119.3661,84.22,71,27,0.78
458,Payo,ID,2021-07-19 01:40:33,-3.7508,103.6372,83.17,66,87,0.67
459,Kahului,US,2021-07-19 01:40:33,20.8947,-156.47,83.46,75,40,25.32
460,Hargeysa,SO,2021-07-19 01:40:33,9.56,44.065,68.7,59,87,27.49
461,Mwinilunga,ZM,2021-07-19 01:40:34,-11.7358,24.4293,48.87,62,10,5.21
462,Mayor Pablo Lagerenza,PY,2021-07-19 01:40:34,-19.9309,-60.7718,58.55,21,56,7.72
463,Sambava,MG,2021-07-19 01:40:34,-14.2667,50.1667,67.66,84,62,9.4
464,Treinta Y Tres,UY,2021-07-19 01:40:34,-33.2333,-54.3833,48.58,70,96,23.2
465,San Patricio,US,2021-07-19 01:40:34,28.017,-97.5169,86.72,73,2,9.62
466,Verkhoyansk,RU,2021-07-19 01:40:35,67.5447,133.385,72.61,28,100,8.9
467,Alofi,NU,2021-07-19 01:40:35,-19.0595,-169.9187,80.49,74,9,12.66
468,Shaunavon,CA,2021-07-19 01:40:35,49.6501,-108.4181,83.98,35,0,12.53
469,Dauphin,CA,2021-07-19 01:40:35,51.1494,-100.0502,80.74,69,20,14.97
470,Sitka,US,2021-07-19 01:40:36,57.0531,-135.33,62.49,72,90,3.44
471,Petrozavodsk,RU,2021-07-19 01:40:34,61.7849,34.3469,58.46,88,38,4.47
472,Turangi,NZ,2021-07-19 01:40:36,-39.0,175.9333,49.3,82,79,4.9
473,Cabinda,AO,2021-07-19 01:40:36,-5.55,12.2,69.66,92,30,4.34
474,Muzhi,RU,2021-07-19 01:40:36,65.3667,64.6667,64.4,59,87,4.61
475,Bjornevatn,NO,2021-07-19 01:40:37,69.6672,29.9847,46.74,93,90,11.5
476,Lakes Entrance,AU,2021-07-19 01:40:37,-37.8811,147.981,57.18,48,100,6.44
477,Ginir,ET,2021-07-19 01:40:37,7.1333,40.7,55.62,82,91,8.59
478,Iskateley,RU,2021-07-19 01:40:37,67.6803,53.1512,62.2,65,100,9.57
479,Quatre Cocos,MU,2021-07-19 01:40:37,-20.2078,57.7625,68.11,75,7,13.85
480,Rapid Valley,US,2021-07-19 01:40:38,44.0625,-103.1463,87.19,35,1,5.75
481,Bud,US,2021-07-19 01:40:38,39.447,-86.1758,75.02,80,0,7.34
482,Greenwood,US,2021-07-19 01:36:06,34.1668,-82.1165,76.77,88,75,9.22
483,Holetown,BB,2021-07-19 01:40:38,13.1867,-59.6381,82.96,73,47,18.41
484,Bani Walid,LY,2021-07-19 01:40:38,31.7566,13.9942,72.46,47,0,8.05
485,Cambados,ES,2021-07-19 01:40:39,42.5122,-8.8131,65.1,95,71,0.4
486,Cozumel,MX,2021-07-19 01:40:39,20.5083,-86.9458,84.18,86,40,1.99
487,Asau,RO,2021-07-19 01:40:39,46.4333,26.4,66.96,95,31,3.98
488,Toms River,US,2021-07-19 01:40:39,39.9537,-74.1979,75.94,67,90,1.99
489,Lazaro Cardenas,MX,2021-07-19 01:40:40,17.9583,-102.2,80.94,81,6,1.1
490,Khilok,RU,2021-07-19 01:40:40,51.3674,110.4676,75.34,53,50,3.06
491,Tumut,AU,2021-07-19 01:40:40,-35.3,148.2167,47.39,86,100,1.68
492,Lokosovo,RU,2021-07-19 01:40:40,61.1333,74.8167,57.18,85,100,1.88
493,Whitehorse,CA,2021-07-19 01:40:40,60.7161,-135.0538,79.02,24,75,5.99
494,Ushtobe,KZ,2021-07-19 01:40:41,45.2514,77.9838,83.64,19,1,5.32
495,Lima,PE,2021-07-19 01:37:40,-12.0432,-77.0282,61.05,82,90,11.5
496,Xinan,CN,2021-07-19 01:40:41,26.72,119.8556,79.0,79,100,3.98
497,Hirara,JP,2021-07-19 01:40:41,24.8,125.2833,88.07,79,75,12.66
498,Geraldton,AU,2021-07-19 01:40:41,-28.7667,114.6,59.41,88,90,8.05
499,Iquitos,PE,2021-07-19 01:40:42,-3.7481,-73.2472,75.24,94,20,0.0
500,Danshui,CN,2021-07-19 01:40:42,22.7984,114.4672,81.01,97,100,5.14
501,Enkoping,SE,2021-07-19 01:40:42,59.6361,17.0777,55.27,71,3,8.7
502,Mehran,IR,2021-07-19 01:40:42,33.1222,46.1646,95.83,11,0,6.91
503,Solenzo,BF,2021-07-19 01:40:42,12.1833,-4.0833,78.06,70,97,6.71
504,Miraflores,MX,2021-07-19 01:40:43,19.2167,-98.8083,62.87,87,99,4.54
505,Billings,US,2021-07-19 01:36:34,45.7833,-108.5007,101.97,15,40,9.22
506,Ciceu-Giurgesti,RO,2021-07-19 01:40:43,47.25,24.0167,71.49,81,3,2.77
507,Cooma,AU,2021-07-19 01:40:43,-36.2333,149.1333,40.77,87,100,9.22
508,Pedro Velho,BR,2021-07-19 01:40:43,-6.4392,-35.2214,77.29,95,6,9.57
509,Krasnyy Chikoy,RU,2021-07-19 01:40:44,50.3643,108.7512,66.22,93,100,1.05
510,Susurluk,TR,2021-07-19 01:40:44,39.9136,28.1578,75.83,76,0,2.53
511,Dingle,PH,2021-07-19 01:40:44,10.9995,122.6711,85.6,71,100,16.53
512,Houma,US,2021-07-19 01:40:44,29.5958,-90.7195,84.2,89,100,5.1
513,Dhidhdhoo,MV,2021-07-19 01:40:44,6.8833,73.1,82.98,74,91,12.97
514,Nanchang,CN,2021-07-19 01:40:45,28.6833,115.8833,85.37,71,100,2.71
515,Kulhudhuffushi,MV,2021-07-19 01:40:45,6.6221,73.07,82.85,74,83,12.66
516,Ilulissat,GL,2021-07-19 01:40:45,69.2167,-51.1,53.62,58,20,10.36
517,Muswellbrook,AU,2021-07-19 01:40:45,-32.2667,150.9,56.32,48,58,9.19
518,Yuzhno-Kurilsk,RU,2021-07-19 01:40:45,44.0306,145.8556,72.66,79,16,8.72
519,Cerro Azul,MX,2021-07-19 01:40:46,21.2,-97.7333,75.04,90,21,3.27
520,Viedma,AR,2021-07-19 01:40:46,-40.8135,-62.9967,42.28,47,2,12.48
521,Solnechnyy,RU,2021-07-19 01:40:46,50.7214,136.6319,84.06,48,80,3.69
522,Chesma,RU,2021-07-19 01:40:47,53.8111,60.6533,62.69,92,71,8.66
523,Bubaque,GW,2021-07-19 01:40:47,11.2833,-15.8333,80.38,82,100,10.74
524,Norman Wells,CA,2021-07-19 01:40:47,65.282,-126.8329,80.64,36,20,19.57
525,Neiafu,TO,2021-07-19 01:40:47,-18.65,-173.9833,81.28,74,40,8.05
526,Senno,RU,2021-07-19 01:40:47,59.5336,33.9167,55.26,90,8,4.59
527,Cururupu,BR,2021-07-19 01:40:48,-1.8283,-44.8683,74.52,91,17,2.44
528,Bandarawela,LK,2021-07-19 01:40:48,6.8305,80.9888,63.03,74,99,4.56
529,Hornepayne,CA,2021-07-19 01:40:48,49.2138,-84.7705,66.9,87,67,5.37
530,Ola,RU,2021-07-19 01:40:48,59.5833,151.2833,59.63,56,34,17.74
531,Ako,JP,2021-07-19 01:40:49,34.75,134.4,88.18,77,17,7.56
532,Carutapera,BR,2021-07-19 01:40:49,-1.195,-46.02,74.55,94,8,5.12
533,Bilma,NE,2021-07-19 01:40:49,18.6853,12.9164,88.32,31,86,8.99
534,Karaton,ID,2021-07-19 01:40:49,-6.3424,106.1045,86.95,60,52,0.74
535,Ca Mau,VN,2021-07-19 01:40:50,9.1769,105.15,83.73,75,96,6.53
536,Half Moon Bay,US,2021-07-19 01:40:50,37.4636,-122.4286,93.02,74,40,11.5
537,Latung,PH,2021-07-19 01:40:50,5.5,120.8833,83.32,77,48,9.82
538,Kenosha,US,2021-07-19 01:40:50,42.5667,-88.0501,73.78,60,1,5.75
539,Sinjai,ID,2021-07-19 01:40:51,-5.1241,120.253,82.99,67,71,7.36
540,Shimoda,JP,2021-07-19 01:40:51,34.6667,138.95,91.11,73,2,6.93
541,Namatanai,PG,2021-07-19 01:40:51,-3.6667,152.4333,83.95,71,100,1.63
542,Belyy Yar,RU,2021-07-19 01:40:51,53.6039,91.3903,66.09,72,0,2.24
543,Vyara,IN,2021-07-19 01:40:51,21.1167,73.4,77.79,87,100,6.51
544,Mastic,US,2021-07-19 01:40:52,40.802,-72.8409,77.99,80,1,8.05
545,Kurilsk,RU,2021-07-19 01:40:05,45.2333,147.8833,66.65,81,51,3.18
546,Cockburn Town,TC,2021-07-19 01:40:52,21.4612,-71.1419,81.55,87,100,21.43
547,Kita,ML,2021-07-19 01:40:52,13.0349,-9.4895,76.82,71,31,3.71
548,Nelspruit,ZA,2021-07-19 01:40:24,-25.4745,30.9703,43.95,61,0,4.61
549,Esil,KZ,2021-07-19 01:40:53,51.9556,66.4042,65.84,59,100,9.06
550,Istisu,AZ,2021-07-19 01:40:53,40.9457,48.0738,72.3,58,0,5.55
551,Boma,GH,2021-07-19 01:40:53,7.0805,-2.1697,68.76,98,100,2.89
552,Balikpapan,ID,2021-07-19 01:40:00,-1.2675,116.8289,81.59,89,40,4.61
553,Taldan,RU,2021-07-19 01:40:53,53.6667,124.8,60.01,99,100,6.96
554,Saint-Dizier,FR,2021-07-19 01:40:54,48.4167,5.0833,62.65,93,0,8.72
555,Edd,ER,2021-07-19 01:40:54,13.9297,41.6925,90.19,63,32,1.9
556,Guerrero Negro,MX,2021-07-19 01:40:54,27.9769,-114.0611,73.56,74,5,15.21
557,Raudeberg,NO,2021-07-19 01:40:54,61.9875,5.1352,52.86,77,85,0.27
558,Richards Bay,ZA,2021-07-19 01:40:54,-28.783,32.0377,55.18,87,0,6.49
559,Lillooet,CA,2021-07-19 01:40:55,50.6856,-121.942,84.96,30,21,5.64
560,Ulaangom,MN,2021-07-19 01:40:55,49.9811,92.0667,72.68,36,15,2.28
561,Cumra,TR,2021-07-19 01:40:55,37.5732,32.7745,64.54,47,0,7.14
562,Severo-Yeniseyskiy,RU,2021-07-19 01:39:03,60.3725,93.0408,54.84,96,100,6.15
563,Anito,PH,2021-07-19 01:40:56,12.4497,125.2886,88.09,63,100,5.97
564,Teya,RU,2021-07-19 01:40:56,60.3778,92.6267,57.87,98,100,4.65
565,Maibong,IN,2021-07-19 01:40:56,25.3,93.1667,77.83,98,100,2.21
566,Clinton,US,2021-07-19 01:40:56,42.587,-82.9199,79.02,70,40,4.61
567,Kudahuvadhoo,MV,2021-07-19 01:40:56,2.6708,72.8944,82.08,75,72,7.07
568,Shingu,JP,2021-07-19 01:40:57,33.7333,135.9833,85.19,73,1,5.64
569,Behshahr,IR,2021-07-19 01:40:57,36.6923,53.5526,79.66,76,3,2.15
570,Bardiyah,LY,2021-07-19 01:40:57,31.7561,25.0865,76.87,71,0,4.79
571,Kungurtug,RU,2021-07-19 01:40:57,50.5994,97.5228,66.81,48,76,1.66
572,Baykit,RU,2021-07-19 01:40:57,61.67,96.37,61.07,83,98,4.07
573,Ambon,ID,2021-07-19 01:40:58,-3.6954,128.1814,84.34,74,20,2.3
574,Constitucion,CL,2021-07-19 01:40:58,-35.3333,-72.4167,51.28,58,0,6.08
575,Namibe,AO,2021-07-19 01:40:58,-15.1961,12.1522,66.85,87,2,5.82
576,Sijunjung,ID,2021-07-19 01:40:58,-0.6876,100.9537,77.74,77,100,2.01
577,Mehamn,NO,2021-07-19 01:40:59,71.0357,27.8492,46.76,94,100,18.9
578,Tullahoma,US,2021-07-19 01:40:59,35.362,-86.2094,76.66,90,40,1.01
579,Aasiaat,GL,2021-07-19 01:40:59,68.7098,-52.8699,41.32,91,100,12.77
580,Wajir,KE,2021-07-19 01:40:59,1.7471,40.0573,75.02,64,100,17.47
